symbol,company_name,industry_raw,industry
ABB,ABBank (Ngân hàng TMCP An Bình),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
ACB,ACB (Ngân hàng Á Châu),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
BAB,Bac A Bank (Ngân hàng TMCP Bắc Á),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
BID,BIDV (Ngân hàng TMCP Đầu tư và Phát triển Việt Nam),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
BVB,BVBank (Ngân hàng Bản Việt),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
CTG,Vietinbank (Ngân hàng TMCP Công thương Việt Nam),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
EIB,Eximbank (Ngân hàng TMCP Xuất Nhập khẩu Việt Nam),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
HDB,HD bank (Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
KLB,KienlongBank (Ngân hàng Kiên Long),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
LPB,LPBank (Ngân hàng Bưu điện Liên Việt),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
MBB,MB bank (Ngân hàng TMCP Quân đội),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
MSB,MSB (Ngân hàng TMCP Hàng hải Việt Nam),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
NAB,Nam A Bank (Ngân hàng TMCP Nam Á),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
NVB,NCB (Ngân hàng TMCP Quốc dân),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
OCB,OCB (Ngân hàng TMCP Phương Đông),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
PGB,PGbank (Ngân hàng TMCP Xăng Dầu Petrolimex),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
SGB,Saigon Bank (TMCP Sài Gòn Công thương),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
SHB,SHB (Ngân hàng TMCP Sài Gòn - Hà Nội),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
SSB,SeABank (Ngân hàng TMCP Đông Nam Á),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
STB,Sacombank (Ngân hàng TMCP Sài Gòn Thương Tín),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
TCB,Techcombank (Ngân hàng TMCP Kỹ Thương Việt Nam),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
TPB,TPBank (Ngân hàng TMCP Tiên Phong),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
VAB,VietABank (Ngân hàng TMCP Việt Á),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
VBB,Vietbank (Ngân hàng TMCP Việt Nam Thương Tín),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
VCB,Vietcombank (Ngân hàng TMCP Ngoại thương Việt Nam),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
VIB,VIB (Ngân hàng TMCP Việt Nam Thịnh Vượng),1. Nhóm cổ phiếu ngành ngân hàng,ngân hàng
AGR,CTCP chứng khoán Agribank - HOSE,2. Nhóm cổ phiếu chứng khoán,chứng khoán
APG,CTCP Chứng khoán APG,2. Nhóm cổ phiếu chứng khoán,chứng khoán
APS,CTCP Chứng khoán Châu Á Thái Bình Dương - HNX,2. Nhóm cổ phiếu chứng khoán,chứng khoán
ART,CTCP Chứng khoán BOS - HNX,2. Nhóm cổ phiếu chứng khoán,chứng khoán
BSI,CTCP Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam - HOSE,2. Nhóm cổ phiếu chứng khoán,chứng khoán
BVS,CTCP Chứng khoán Bảo Việt - HNX,2. Nhóm cổ phiếu chứng khoán,chứng khoán
CTS,CTCP Chứng khoán Ngân hàng Công thương Việt Nam - HOSE,2. Nhóm cổ phiếu chứng khoán,chứng khoán
EVS,CTCP Chứng khoán Everest - HNX,2. Nhóm cổ phiếu chứng khoán,chứng khoán
FTS,CTCP Chứng khoán FPT - HOSE,2. Nhóm cổ phiếu chứng khoán,chứng khoán
HBS,CTCP Chứng khoán Hòa Bình - HNX,2. Nhóm cổ phiếu chứng khoán,chứng khoán
HCM,CTCP Chứng khoán Thành phố Hồ Chí Minh - HOSE,2. Nhóm cổ phiếu chứng khoán,chứng khoán
IVS,CTCP Chứng khoán Đầu tư Việt Nam - HNX,2. Nhóm cổ phiếu chứng khoán,chứng khoán
MBS,CTCP Chứng khoán MB - HNX,2. Nhóm cổ phiếu chứng khoán,chứng khoán
PSI,CTCP Chứng khoán Dầu khí - HNX,2. Nhóm cổ phiếu chứng khoán,chứng khoán
SHS,CTCP Chứng khoán Sài Gòn – Hà Nội - HNX,2. Nhóm cổ phiếu chứng khoán,chứng khoán
SSI,CTCP Chứng khoán SSI - HOSE,2. Nhóm cổ phiếu chứng khoán,chứng khoán
TVB,CTCP Chứng khoán Trí Việt,2. Nhóm cổ phiếu chứng khoán,chứng khoán
TVS,CTCP Chứng khoán Thiên Việt - HOSE,2. Nhóm cổ phiếu chứng khoán,chứng khoán
VCI,CTCP Chứng khoán Bản Việt - HOSE,2. Nhóm cổ phiếu chứng khoán,chứng khoán
VDS,CTCP Chứng khoán Rồng Việt - HOSE,2. Nhóm cổ phiếu chứng khoán,chứng khoán
VIG,CTCP Chứng khoán Thương mại và Công nghiệp Việt Nam - HNX,2. Nhóm cổ phiếu chứng khoán,chứng khoán
VIX,CTCP Chứng khoán VIX - HOSE,2. Nhóm cổ phiếu chứng khoán,chứng khoán
VND,CTCP Chứng khoán VNDirect - HOSE,2. Nhóm cổ phiếu chứng khoán,chứng khoán
WSS,CTCP Chứng khoán Phố Wall - HNX,2. Nhóm cổ phiếu chứng khoán,chứng khoán
AVC,CTCP Thủy Điện A Vương - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
BHA,CTCP Thủy điện Bắc Hà - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
BSA,CTCP Thủy điện Buôn Đôn - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
BTP,CTCP Nhiệt điện Bà Rịa - HOSE,3. Nhóm cổ phiếu ngành điện,điện
CHP,CTCP Thủy điện miền Trung - HOSE,3. Nhóm cổ phiếu ngành điện,điện
DHP,CTCP Điện Cơ Hải Phòng - HNX,3. Nhóm cổ phiếu ngành điện,điện
DNA,CTCP Điện nước An Giang - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
DNH,CTCP Thủy điện Đa Nhim – Hàm Thuận – Đa Mi - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
DRL,CTCP Thủy điện – Điện lực 3 - HOSE,3. Nhóm cổ phiếu ngành điện,điện
DTE,CTCP Đầu tư Năng lượng Đại Trường Thành Holdings,3. Nhóm cổ phiếu ngành điện,điện
DTK,Tổng công ty Điện lực TKV – CTCP - HNX,3. Nhóm cổ phiếu ngành điện,điện
EAD,CTCP Thủy điện Điện lực Đắk Lắk - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
EBA,CTCP Điện Bắc Nà - HNX,3. Nhóm cổ phiếu ngành điện,điện
EIC,CTCP EVN Quốc tế - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
GE2,Tổng công ty Phát điện 2 – Công ty TNHH MTV - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
GEG,CTCP Điện Gia Lai - HOSE,3. Nhóm cổ phiếu ngành điện,điện
GHC,CTCP Thủy điện Gia Lai - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
GSM,CTCP Thủy điện Hương Sơn - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
HJS,CTCP Thủy điện Nậm Mu - HNX,3. Nhóm cổ phiếu ngành điện,điện
HLE,CTCP Điện chiếu sáng Hải Phòng - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
HNA,CTCP Thủy điện Hủa Na - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
HND,CTCP Nhiệt điện Hải Phòng - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
HPD,Công ty CTCP Thủy điện Đăk Đoa - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
ISH,CTCP Thủy điện Srok Phu Miêng IDICO - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
KHP,CTCP Điện lực Khánh Hòa - HOSE,3. Nhóm cổ phiếu ngành điện,điện
NBP,CTCP Nhiệt điện Ninh Bình - HNX,3. Nhóm cổ phiếu ngành điện,điện
ND2,CTCP Đầu tư và Phát triển Điện Miền Bắc 2 - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
NED,CTCP Đầu tư và Phát triển Điện Tây Bắc - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2 - HOSE,3. Nhóm cổ phiếu ngành điện,điện
NTH,CTCP thủy điện Nước Trong - HNX,3. Nhóm cổ phiếu ngành điện,điện
PC1,CTCP Tập đoàn PC1 - HOSE,3. Nhóm cổ phiếu ngành điện,điện
PGV,Tổng Công ty Phát điện 3 – CTCP - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
PIC,CTCP Đầu tư Điện lực 3 - HNX,3. Nhóm cổ phiếu ngành điện,điện
POW,Tổng Công ty Điện lực Dầu khí Việt Nam – CTCP - HOSE,3. Nhóm cổ phiếu ngành điện,điện
PPC,CTCP Nhiệt điện Phả Lại - HOSE,3. Nhóm cổ phiếu ngành điện,điện
QPH,CTCP Thủy điện Quế Phong- UPCOM,3. Nhóm cổ phiếu ngành điện,điện
QTP,CTCP Nhiệt điện Quảng Ninh - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
S4A,CTCP Thủy điện Sê San 4A - HOSE,3. Nhóm cổ phiếu ngành điện,điện
SBA,CTCP Sông Ba - HOSE,3. Nhóm cổ phiếu ngành điện,điện
SBH,CTCP Thủy điện Sông Ba Hạ - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
SBM,CTCP Đầu tư Phát triển Bắc Minh - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
SEB,CTCP Đầu tư và Phát triển Điện miền Trung - HNX,3. Nhóm cổ phiếu ngành điện,điện
SHP,CTCP Thủy điện Miền Nam - HOSE,3. Nhóm cổ phiếu ngành điện,điện
SJD,CTCP Thủy điện Cần Đơn - HOSE,3. Nhóm cổ phiếu ngành điện,điện
SP2,CTCP Thủy điện Sử Pán 2 - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
SVH,CTCP Thủy điện Sông Vàng - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
TBC,CTCP Thủy điện Thác Bà - HOSE,3. Nhóm cổ phiếu ngành điện,điện
TBD,Tổng Công ty Thiết bị Điện Đông Anh – CTCP - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
TDB,CTCP Thủy điện Định Bình - UPCOM,3. Nhóm cổ phiếu ngành điện,điện
TIC,CTCP Đầu tư Điện Tây Nguyên - HOSE,3. Nhóm cổ phiếu ngành điện,điện
TMP,CTCP Thủy điện Thác Mơ - HOSE,3. Nhóm cổ phiếu ngành điện,điện
TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành - HSX,3. Nhóm cổ phiếu ngành điện,điện
TTE,CTCP Đầu tư Năng lượng Trường Thịnh - HOSE,3. Nhóm cổ phiếu ngành điện,điện
TV2,CTCP Tư vấn Xây dựng Điện 2 - HOSE,3. Nhóm cổ phiếu ngành điện,điện
VCP,CTCP Xây dựng và Năng lượng VCP - HOSE,3. Nhóm cổ phiếu ngành điện,điện
VNE,Tổng CTCP Xây dựng điện Việt Nam - HOSE,3. Nhóm cổ phiếu ngành điện,điện
VPD,CTCP Phát triển Điện lực Việt Nam - HSX,3. Nhóm cổ phiếu ngành điện,điện
VSH,CTCP Thủy điện Vĩnh Sơn – Sông Hinh - HOSE,3. Nhóm cổ phiếu ngành điện,điện
ASP,CTCP Tập đoàn Dầu khí An Pha - HOSE,4. Cổ phiếu ngành dầu khí,dầu khí
BSR,CTCP Lọc Hóa dầu Bình Sơn - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
CNG,CTCP CNG Việt Nam - HOSE,4. Cổ phiếu ngành dầu khí,dầu khí
GAS,Tổng Công ty Khí Việt Nam-CTCP - HOSE,4. Cổ phiếu ngành dầu khí,dầu khí
GSP,CTCP Vận tải Sản phẩm Khí Quốc tế,4. Cổ phiếu ngành dầu khí,dầu khí
HFC,CTCP Xăng dầu HFC - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
OIL,Tổng Công ty Dầu Việt Nam – CTCP - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PBK,CTCP Điện lực Dầu khí Bắc Kạn - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PCG,CTCP Đầu tư và Phát triển Gas Đô Thị - HNX,4. Cổ phiếu ngành dầu khí,dầu khí
PDT,Công ty TNHH MTV Thương mại Dầu khí Đồng Tháp - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PDV,CTCP Vận tải dầu Phương Đông Việt - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư – CTCP - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PEQ,CTCP Thiết bị Xăng dầu Petrolimex - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PGC,Tổng Công ty Gas Petrolimex-CTCP - HOSE,4. Cổ phiếu ngành dầu khí,dầu khí
PGD,CTCP Phân phối Khí thấp áp Dầu khí Việt Nam - HOSE,4. Cổ phiếu ngành dầu khí,dầu khí
PGS,CTCP Kinh doanh Khí Miền Nam - HNX,4. Cổ phiếu ngành dầu khí,dầu khí
PJC,CTCP Thương mại và Vận tải Petrolimex Hà Nội - HNX,4. Cổ phiếu ngành dầu khí,dầu khí
PLC,Tổng Công ty Hóa dầu Petrolimex – CTCP,4. Cổ phiếu ngành dầu khí,dầu khí
PLX,Tập đoàn Xăng dầu Việt Nam - HOSE,4. Cổ phiếu ngành dầu khí,dầu khí
PMG,CTCP Đầu tư và Sản xuất Petro Miền Trung - HOSE,4. Cổ phiếu ngành dầu khí,dầu khí
POB,CTCP Xăng dầu Dầu khí Thái Bình - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
POS,"CTCP Dịch vụ Lắp đặt, Vận hành và Bảo dưỡng Công trình Dầu khí biển PTSC - UPCOM",4. Cổ phiếu ngành dầu khí,dầu khí
POV,CTCP Xăng dầu Dầu khí Vũng Áng - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PPT,CTCP Petro Times - HNX,4. Cổ phiếu ngành dầu khí,dầu khí
PPY,CTCP Xăng dầu Dầu khí Phú Yên - HNX,4. Cổ phiếu ngành dầu khí,dầu khí
PQN,CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PSC,CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn - HNX,4. Cổ phiếu ngành dầu khí,dầu khí
PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu - HSX,4. Cổ phiếu ngành dầu khí,dầu khí
PSN,CTCP Cảng dịch vụ Dầu khí Tổng hợp PTSC Thanh Hóa - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PTH,CTCP Vận tải và Dịch vụ Petrolimex Hà Tây - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PTS,CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng - HNX,4. Cổ phiếu ngành dầu khí,dầu khí
PTT,CTCP Vận tải Dầu khí Đông Dương - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PTV,CTCP Thương mại Dầu khí - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PTX,CTCP Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PVB,CTCP Bọc Ống Dầu khí Việt Nam - HNX,4. Cổ phiếu ngành dầu khí,dầu khí
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí – CTCP (PVChem),4. Cổ phiếu ngành dầu khí,dầu khí
PVD,Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí - HOSE,4. Cổ phiếu ngành dầu khí,dầu khí
PVE,Tổng Công ty Tư vấn thiết kế Dầu khí - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PVG,CTCP Kinh doanh LPG Việt Nam - HNX,4. Cổ phiếu ngành dầu khí,dầu khí
PVM,CTCP Máy – Thiết bị Dầu khí - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PVP,CTCP Vận tải dầu khí Thái Bình Dương - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
PVS,Tổng CTCP Dịch vụ Kỹ thuật Dầu khí Việt Nam - HNX,4. Cổ phiếu ngành dầu khí,dầu khí
PVT,Tổng CTCP Vận tải Dầu khí - HOSE,4. Cổ phiếu ngành dầu khí,dầu khí
SHE,CTCP Phát triển năng lượng Sơn Hà - HNX,4. Cổ phiếu ngành dầu khí,dầu khí
TDG,CTCP Đầu tư TDG GLOBAL - HSX,4. Cổ phiếu ngành dầu khí,dầu khí
TOS,CTCP Dịch vụ biển Tân Cảng - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
VMG,CTCP Thương mại và Dịch vụ Dầu khí Vũng Tàu - UPCOM,4. Cổ phiếu ngành dầu khí,dầu khí
VTO,CTCP Vận tải Xăng dầu VITACO - HOSE,4. Cổ phiếu ngành dầu khí,dầu khí
ATS,CTCP Suất ăn Công nghiệp Atesco- UPCOM,5. Cổ phiếu ngành du lịch,du lịch
BCV,CTCP Du lịch & Thương mại Bằng Giang Cao Bằng- UPCOM,5. Cổ phiếu ngành du lịch,du lịch
BLN,CTCP Vận tải Dịch vụ LIên Ninh - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
BRS,CTCP Dịch vụ Đô thị Bà Rịa- UPCOM,5. Cổ phiếu ngành du lịch,du lịch
BSC,CTCP Dịch vụ Bến Thành- UPCOM,5. Cổ phiếu ngành du lịch,du lịch
BSG,CTCP Xe khách Sài Gòn - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
BTV,CTCP Dịch vụ Du lịch Bến Thành- UPCOM,5. Cổ phiếu ngành du lịch,du lịch
CMS,CTCP CMVIETNAM- HNX,5. Cổ phiếu ngành du lịch,du lịch
CPH,CTCP Phục vụ Mai táng Hải Phòng- UPCOM,5. Cổ phiếu ngành du lịch,du lịch
CTC,CTCP Gia Lai CTC,5. Cổ phiếu ngành du lịch,du lịch
CXH,CTCP Xe khách Hà Nội,5. Cổ phiếu ngành du lịch,du lịch
DAH,CTCP Tập đoàn Khách sạn Đông Á,5. Cổ phiếu ngành du lịch,du lịch
DAR,CTCP Xe lửa Dĩ An,5. Cổ phiếu ngành du lịch,du lịch
DBH,CTCP Đường bộ Hải Phòng,5. Cổ phiếu ngành du lịch,du lịch
DL1,CTCP Tập đoàn Năng lượng Tái tạo Việt Nam,5. Cổ phiếu ngành du lịch,du lịch
DLD,CTCP Du lịch Đắk Lắk,5. Cổ phiếu ngành du lịch,du lịch
DLT,CTCP Du lịch và Thương mại – Vinacomin,5. Cổ phiếu ngành du lịch,du lịch
DNT,CTCP Du lịch Đồng Nai,5. Cổ phiếu ngành du lịch,du lịch
DSN,CTCP Công viên nước Đầm Sen,5. Cổ phiếu ngành du lịch,du lịch
DSP,CTCP Dịch vụ Du lịch Phú Thọ,5. Cổ phiếu ngành du lịch,du lịch
DTI,CTCP Đầu tư Đức Trung - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
DXL,CTCP Du Lịch và Xuất nhập khẩu Lạng Sơn,5. Cổ phiếu ngành du lịch,du lịch
EIN,CTCP Đầu tư – Thương mại – Dịch vụ Điện Lực,5. Cổ phiếu ngành du lịch,du lịch
GTT,CTCP Thuận Thảo - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
HAX,CTCP Dịch vụ Ô tô Hàng Xanh,5. Cổ phiếu ngành du lịch,du lịch
HES,CTCP Dịch vụ Giải trí Hà Nội,5. Cổ phiếu ngành du lịch,du lịch
HHG,CTCP Hoàng Hà - HNX,5. Cổ phiếu ngành du lịch,du lịch
HNT,CTCP Xe điện Hà Nội,5. Cổ phiếu ngành du lịch,du lịch
HOT,CTCP Du lịch Dịch vụ Hội An,5. Cổ phiếu ngành du lịch,du lịch
HRT,CTCP Vận tải đường sắt Hà Nội - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
HVN,Tổng Công ty Hàng không Việt Nam Vietnam Airlines,5. Cổ phiếu ngành du lịch,du lịch
KLF,CTCP Đầu tư Thương mại và Xuất nhập khẩu CFS - HNX,5. Cổ phiếu ngành du lịch,du lịch
KTC,CTCP Thương mại Kiên Giang - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
MAS,CTCP Dịch vụ hàng không sân bay Đà Nẵng - HNX,5. Cổ phiếu ngành du lịch,du lịch
MTC,CTCP Dịch vụ Du lịch Mỹ Trà,5. Cổ phiếu ngành du lịch,du lịch
MVY,CTCP Môi trường và Dịch vụ Đô Thị Vĩnh Yên,5. Cổ phiếu ngành du lịch,du lịch
NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,5. Cổ phiếu ngành du lịch,du lịch
NWT,CTCP Vận tải Newway - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
OCH,CTCP Khách sạn và Dịch vụ OCH,5. Cổ phiếu ngành du lịch,du lịch
ONW,CTCP Dịch vụ Một Thế Giới - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
PAN,CTCP Tập đoàn Pan,5. Cổ phiếu ngành du lịch,du lịch
PDC,CTCP Du lịch Dầu khí Phương Đông,5. Cổ phiếu ngành du lịch,du lịch
PGT,CTCP PGT Holdings - HNX,5. Cổ phiếu ngành du lịch,du lịch
RIC,CTCP QUốc tế Hoàng Gia - HOSE,5. Cổ phiếu ngành du lịch,du lịch
SCS,CTCP Dịch vụ hàng hóa Sài Gòn - HOSE,5. Cổ phiếu ngành du lịch,du lịch
SGH,CTCP Khách sạn Sài Gòn,5. Cổ phiếu ngành du lịch,du lịch
SHX,CTCP Sài Gòn Hỏa xa - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
SKG,CTCP Tàu cao tốc Superdong – Kiên Giang,5. Cổ phiếu ngành du lịch,du lịch
SRT,CTCP Vận tải Đường sắt Sài Gòn - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
STT,CTCP Vận chuyển Sài Gòn Tourist - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
TCT,CTCP Cáp treo Núi Bà Tây Ninh,5. Cổ phiếu ngành du lịch,du lịch
TPS,CTCP Bến bãi Vận tải Sài Gòn - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
TR1,CTCP Vận tải 1 Traco - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
TSD,CTCP Du lịch Trường Sơn Coecco - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
TSJ,CTCP Du lịch Dịch vụ Hà Nội - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
TTT,CTCP Du lịch - Thương mại Tây Ninh - HNX,5. Cổ phiếu ngành du lịch,du lịch
VCM,CTCP Nhân lực và Thương mại Vinaconex,5. Cổ phiếu ngành du lịch,du lịch
VEF,CTCP Trung tâm Hội chợ Triển lãm Việt Nam,5. Cổ phiếu ngành du lịch,du lịch
VIR,CTCP Du lịch Quốc tế Vũng Tàu,5. Cổ phiếu ngành du lịch,du lịch
VJC,CTCP Hàng không Vietjet,5. Cổ phiếu ngành du lịch,du lịch
VNG,CTCP Du lịch Thành Thành Công,5. Cổ phiếu ngành du lịch,du lịch
VNS,CTCP Ánh Dương Việt Nam,5. Cổ phiếu ngành du lịch,du lịch
VTD,CTCP Du lịch Vietourist - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
VTG,CTCP Du lịch Tỉnh Bà Rịa – Vũng Tàu - HOSE,5. Cổ phiếu ngành du lịch,du lịch
VTM,CTCP Vận tải và đưa đón thợ mỏ - Vinacomin - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
VTR,CTCP Du lịch và tiếp thị giao thông vận tải Việt Nam - UPCOM,5. Cổ phiếu ngành du lịch,du lịch
AAT,CTCP Tiên Sơn Thanh Hóa,6. Cổ phiếu ngành bán lẻ,bán lẻ
ABR,CTCP Đầu tư Nhãn Hiệu Việt,6. Cổ phiếu ngành bán lẻ,bán lẻ
AMD,CTCP Đầu tư và Khoáng sản FLC STONE,6. Cổ phiếu ngành bán lẻ,bán lẻ
AST,CTCP Dịch vụ Hàng không Taseco,6. Cổ phiếu ngành bán lẻ,bán lẻ
BTT,CTCP Thương mại – Dịch vụ Bến Thành - HSX,6. Cổ phiếu ngành bán lẻ,bán lẻ
CLX,CTCP Xuất nhập khẩu và đầu tư Chợ Lớn (Cholimex),6. Cổ phiếu ngành bán lẻ,bán lẻ
CMV,CTCP Thương nghiệp Cà Mau - HSX,6. Cổ phiếu ngành bán lẻ,bán lẻ
COM,CTCP Vật tư – Xăng dầu,6. Cổ phiếu ngành bán lẻ,bán lẻ
CTF,CTCP City Auto - HSX,6. Cổ phiếu ngành bán lẻ,bán lẻ
DGW,CTCP Thế giới số - HSX,6. Cổ phiếu ngành bán lẻ,bán lẻ
FRT,CTCP Bán lẻ Kỹ thuật số FPT - HSX,6. Cổ phiếu ngành bán lẻ,bán lẻ
GCB,CTCP Petec Bình Định,6. Cổ phiếu ngành bán lẻ,bán lẻ
HFX,CTCP Sản xuất – Xuất nhập khẩu Thanh Hà,6. Cổ phiếu ngành bán lẻ,bán lẻ
HTC,CTCP Thương mại Hóc Môn,6. Cổ phiếu ngành bán lẻ,bán lẻ
LBC,CTCP Thương mại – Đầu tư Long Biên,6. Cổ phiếu ngành bán lẻ,bán lẻ
LMH,CTCP Landmark Holding,6. Cổ phiếu ngành bán lẻ,bán lẻ
MSN,CTCP Tập đoàn Masan - HSX,6. Cổ phiếu ngành bán lẻ,bán lẻ
MWG,CTCP Đầu tư Thế giới Di động - HSX,6. Cổ phiếu ngành bán lẻ,bán lẻ
PET,Tổng CTCP Dịch vụ Tổng hợp Dầu khí,6. Cổ phiếu ngành bán lẻ,bán lẻ
PIT,CTCP Xuất nhập khẩu Petrolimex,6. Cổ phiếu ngành bán lẻ,bán lẻ
PIV,CTCP PIV,6. Cổ phiếu ngành bán lẻ,bán lẻ
PNG,CTCP Thương mại Phú Nhuận,6. Cổ phiếu ngành bán lẻ,bán lẻ
PNJ,CTCP Vàng bạc Đá quý Phú Nhuận - HSX,6. Cổ phiếu ngành bán lẻ,bán lẻ
PSD,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,6. Cổ phiếu ngành bán lẻ,bán lẻ
SFC,CTCP Nhiên liệu Sài Gòn,6. Cổ phiếu ngành bán lẻ,bán lẻ
SID,CTCP Đầu tư Phát triển Sài Gòn Co.op,6. Cổ phiếu ngành bán lẻ,bán lẻ
ST8,CTCP Siêu Thanh,6. Cổ phiếu ngành bán lẻ,bán lẻ
T12,CTCP Thương mại dịch vụ Tràng Thi,6. Cổ phiếu ngành bán lẻ,bán lẻ
TH1,CTCP Xuất nhập khẩu Tổng hợp I Việt Nam,6. Cổ phiếu ngành bán lẻ,bán lẻ
THS,CTCP Thanh Hoa – Sông Đà,6. Cổ phiếu ngành bán lẻ,bán lẻ
TMC,CTCP Thương Mại Xuất Nhập Khẩu Thủ Đức,6. Cổ phiếu ngành bán lẻ,bán lẻ
TOP,CTCP Phân phối Top One,6. Cổ phiếu ngành bán lẻ,bán lẻ
